,Workload,Algorithm,r,Mean (Std)
849,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2,DLiSA-0.9,3,2.383 (0.344)
850,QF_BV_bench_3176.smt2,DLiSA-0.0,2,3.186 (0.352)
851,QF_BV_bench_3176.smt2,DLiSA-0.1,2,3.164 (0.159)
852,QF_BV_bench_3176.smt2,DLiSA-0.2,1,3.145 (0.046)
853,QF_BV_bench_3176.smt2,DLiSA-0.3,1,3.15 (0.111)
854,QF_BV_bench_3176.smt2,DLiSA-0.4,1,3.161 (0.124)
855,QF_BV_bench_3176.smt2,DLiSA-0.5,3,3.229 (0.373)
856,QF_BV_bench_3176.smt2,DLiSA-0.6,3,3.238 (0.368)
857,QF_BV_bench_3176.smt2,DLiSA-0.7,3,3.329 (0.606)
858,QF_BV_bench_3176.smt2,DLiSA-0.8,3,3.321 (0.446)
859,QF_BV_bench_3176.smt2,DLiSA-0.9,3,3.312 (0.414)
860,QF_BV_bench_935.smt2,DLiSA-0.0,3,1.323 (0.122)
861,QF_BV_bench_935.smt2,DLiSA-0.1,2,1.322 (0.129)
862,QF_BV_bench_935.smt2,DLiSA-0.2,3,1.328 (0.125)
863,QF_BV_bench_935.smt2,DLiSA-0.3,2,1.322 (0.13)
864,QF_BV_bench_935.smt2,DLiSA-0.4,1,1.319 (0.118)
865,QF_BV_bench_935.smt2,DLiSA-0.5,3,1.332 (0.14)
866,QF_BV_bench_935.smt2,DLiSA-0.6,3,1.34 (0.171)
867,QF_BV_bench_935.smt2,DLiSA-0.7,3,1.527 (1.522)
868,QF_BV_bench_935.smt2,DLiSA-0.8,3,1.373 (0.193)
869,QF_BV_bench_935.smt2,DLiSA-0.9,3,1.405 (0.314)
870,QF_LIA_tightrhombus,DLiSA-0.0,1,0.231 (0.089)
871,QF_LIA_tightrhombus,DLiSA-0.1,2,0.261 (0.253)
872,QF_LIA_tightrhombus,DLiSA-0.2,2,0.248 (0.152)
873,QF_LIA_tightrhombus,DLiSA-0.3,2,0.292 (0.458)
874,QF_LIA_tightrhombus,DLiSA-0.4,1,0.232 (0.09)
875,QF_LIA_tightrhombus,DLiSA-0.5,2,0.24 (0.126)
876,QF_LIA_tightrhombus,DLiSA-0.6,2,0.319 (0.479)
877,QF_LIA_tightrhombus,DLiSA-0.7,2,0.25 (0.151)
878,QF_LIA_tightrhombus,DLiSA-0.8,1,0.233 (0.09)
879,QF_LIA_tightrhombus,DLiSA-0.9,2,0.295 (0.242)
880,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,DLiSA-0.0,1,8.746 (0.005)
881,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,DLiSA-0.1,4,8.806 (0.591)
882,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,DLiSA-0.2,3,8.747 (0.014)
883,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,DLiSA-0.3,2,8.746 (0.005)
884,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,DLiSA-0.4,3,8.747 (0.014)
885,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,DLiSA-0.5,1,8.746 (0.005)
886,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,DLiSA-0.6,3,8.748 (0.004)
887,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,DLiSA-0.7,4,8.809 (0.59)
888,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,DLiSA-0.8,3,8.748 (0.004)
889,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2,DLiSA-0.9,4,8.752 (0.019)
890,QF_NRA_hong_9.smt2,DLiSA-0.0,1,3.181 (0.003)
891,QF_NRA_hong_9.smt2,DLiSA-0.1,1,3.181 (0.003)
892,QF_NRA_hong_9.smt2,DLiSA-0.2,3,3.182 (0.004)
893,QF_NRA_hong_9.smt2,DLiSA-0.3,2,3.181 (0.003)
894,QF_NRA_hong_9.smt2,DLiSA-0.4,1,3.181 (0.002)
895,QF_NRA_hong_9.smt2,DLiSA-0.5,3,3.182 (0.004)
896,QF_NRA_hong_9.smt2,DLiSA-0.6,4,3.183 (0.004)
897,QF_NRA_hong_9.smt2,DLiSA-0.7,4,3.184 (0.005)
898,QF_NRA_hong_9.smt2,DLiSA-0.8,4,3.184 (0.005)
899,QF_NRA_hong_9.smt2,DLiSA-0.9,5,3.184 (0.005)
900,QF_RDL_orb08_888.smt2,DLiSA-0.0,2,6.861 (0.25)
901,QF_RDL_orb08_888.smt2,DLiSA-0.1,2,6.867 (0.252)
902,QF_RDL_orb08_888.smt2,DLiSA-0.2,1,6.852 (0.243)
903,QF_RDL_orb08_888.smt2,DLiSA-0.3,1,6.816 (0.236)
904,QF_RDL_orb08_888.smt2,DLiSA-0.4,1,6.858 (0.25)
905,QF_RDL_orb08_888.smt2,DLiSA-0.5,2,6.864 (0.252)
906,QF_RDL_orb08_888.smt2,DLiSA-0.6,1,6.827 (0.25)
907,QF_RDL_orb08_888.smt2,DLiSA-0.7,2,6.863 (0.275)
908,QF_RDL_orb08_888.smt2,DLiSA-0.8,1,6.815 (0.242)
909,QF_RDL_orb08_888.smt2,DLiSA-0.9,1,6.805 (0.228)
910,QF_UFLIA_xs_23_43.smt2,DLiSA-0.0,1,7.938 (0.574)
911,QF_UFLIA_xs_23_43.smt2,DLiSA-0.1,2,8.024 (0.63)
912,QF_UFLIA_xs_23_43.smt2,DLiSA-0.2,2,7.997 (0.605)
913,QF_UFLIA_xs_23_43.smt2,DLiSA-0.3,1,7.948 (0.654)
914,QF_UFLIA_xs_23_43.smt2,DLiSA-0.4,1,7.969 (0.533)
915,QF_UFLIA_xs_23_43.smt2,DLiSA-0.5,2,8.06 (0.883)
916,QF_UFLIA_xs_23_43.smt2,DLiSA-0.6,2,8.065 (0.735)
917,QF_UFLIA_xs_23_43.smt2,DLiSA-0.7,2,8.188 (0.895)
918,QF_UFLIA_xs_23_43.smt2,DLiSA-0.8,2,8.222 (1.28)
919,QF_UFLIA_xs_23_43.smt2,DLiSA-0.9,2,8.116 (0.729)
920,QF_UF_PEQ018_size6.smt2,DLiSA-0.0,1,3.883 (0.041)
921,QF_UF_PEQ018_size6.smt2,DLiSA-0.1,1,3.879 (0.011)
922,QF_UF_PEQ018_size6.smt2,DLiSA-0.2,3,3.942 (0.597)
923,QF_UF_PEQ018_size6.smt2,DLiSA-0.3,1,3.878 (0.009)
924,QF_UF_PEQ018_size6.smt2,DLiSA-0.4,1,3.888 (0.06)
925,QF_UF_PEQ018_size6.smt2,DLiSA-0.5,1,3.884 (0.044)
926,QF_UF_PEQ018_size6.smt2,DLiSA-0.6,2,3.908 (0.156)
927,QF_UF_PEQ018_size6.smt2,DLiSA-0.7,3,3.926 (0.174)
928,QF_UF_PEQ018_size6.smt2,DLiSA-0.8,2,3.912 (0.101)
929,QF_UF_PEQ018_size6.smt2,DLiSA-0.9,2,3.904 (0.086)
